BalanceKey,AccountKey,CustomerKey,DateKey,SnapshotDate,Balance,AvailableBalance,CreditUtilization,CurrencyCode
126,126,63,20260620,2026-06-20,-742.24,14257.76,0.049,GBP
127,127,63,20260620,2026-06-20,40929.08,40929.08,0.0,GBP
128,128,64,20260620,2026-06-20,39183.2,39183.2,0.0,INR
129,129,65,20260620,2026-06-20,24981.88,24981.88,0.0,GBP
130,130,65,20260620,2026-06-20,-270614.33,0,0.0,INR
131,131,66,20260620,2026-06-20,-2037.06,2962.94,0.407,EUR
132,132,66,20260620,2026-06-20,-233416.87,0,0.0,USD
133,133,66,20260620,2026-06-20,21356.1,21356.1,0.0,EUR
134,134,67,20260620,2026-06-20,-12187.36,0,0.0,USD
135,135,67,20260620,2026-06-20,34431.36,34431.36,0.0,INR
136,136,68,20260620,2026-06-20,-140524.86,0,0.0,GBP
137,137,68,20260620,2026-06-20,5035.07,5035.07,0.0,GBP
138,138,69,20260620,2026-06-20,18145.2,18145.2,0.0,SGD
139,139,69,20260620,2026-06-20,-257687.37,0,0.0,USD
140,140,69,20260620,2026-06-20,422728.94,422728.94,0.0,AED
141,141,70,20260620,2026-06-20,33239.38,33239.38,0.0,EUR
142,142,71,20260620,2026-06-20,-96443.03,0,0.0,EUR
143,143,72,20260620,2026-06-20,-35580.23,0,0.0,USD
144,144,72,20260620,2026-06-20,38294.0,38294.0,0.0,USD
145,145,73,20260620,2026-06-20,-327172.14,0,0.0,USD
146,146,73,20260620,2026-06-20,7341.92,7341.92,0.0,SGD
147,147,74,20260620,2026-06-20,-131936.52,0,0.0,USD
148,148,74,20260620,2026-06-20,-158177.12,0,0.0,AED
149,149,75,20260620,2026-06-20,-339624.62,0,0.0,GBP
150,150,75,20260620,2026-06-20,23488.84,23488.84,0.0,INR
151,151,76,20260620,2026-06-20,-30740.44,0,0.0,SGD
152,152,76,20260620,2026-06-20,-278443.02,0,0.0,USD
153,153,76,20260620,2026-06-20,10992.76,10992.76,0.0,AED
154,154,77,20260620,2026-06-20,18871.76,18871.76,0.0,AED
155,155,77,20260620,2026-06-20,17755.59,17755.59,0.0,SGD
156,156,78,20260620,2026-06-20,-279329.03,0,0.0,EUR
157,157,79,20260620,2026-06-20,-33788.73,0,0.0,INR
158,158,80,20260620,2026-06-20,3697.19,3697.19,0.0,AED
159,159,81,20260620,2026-06-20,-326507.7,0,0.0,GBP
160,160,81,20260620,2026-06-20,38319.79,38319.79,0.0,USD
161,161,82,20260620,2026-06-20,39090.55,39090.55,0.0,GBP
162,162,83,20260620,2026-06-20,-69571.24,0,0.0,AED
163,163,83,20260620,2026-06-20,-298466.63,0,0.0,USD
164,164,83,20260620,2026-06-20,4977.01,4977.01,0.0,AED
165,165,84,20260620,2026-06-20,18333.14,18333.14,0.0,SGD
166,166,85,20260620,2026-06-20,-1615.17,3384.83,0.323,EUR
167,167,86,20260620,2026-06-20,-346225.46,0,0.0,USD
168,168,86,20260620,2026-06-20,-7001.24,7998.76,0.467,USD
169,169,87,20260620,2026-06-20,-309.08,1690.92,0.155,AED
170,170,87,20260620,2026-06-20,-109557.96,0,0.0,SGD
171,171,88,20260620,2026-06-20,3725.5,3725.5,0.0,EUR
172,172,88,20260620,2026-06-20,468581.28,468581.28,0.0,EUR
173,173,89,20260620,2026-06-20,-229588.32,0,0.0,GBP
174,174,89,20260620,2026-06-20,-136480.87,0,0.0,USD
175,175,90,20260620,2026-06-20,-267115.1,0,0.0,AED
176,176,91,20260620,2026-06-20,-1137.08,862.92,0.569,USD
177,177,91,20260620,2026-06-20,18467.87,18467.87,0.0,EUR
178,178,92,20260620,2026-06-20,-291048.8,0,0.0,INR
179,179,92,20260620,2026-06-20,-254725.24,0,0.0,GBP
180,180,93,20260620,2026-06-20,47406.65,47406.65,0.0,USD
181,181,93,20260620,2026-06-20,-166442.06,0,0.0,GBP
182,182,94,20260620,2026-06-20,36108.66,36108.66,0.0,SGD
183,183,94,20260620,2026-06-20,12673.41,12673.41,0.0,INR
184,184,95,20260620,2026-06-20,-282143.32,0,0.0,GBP
185,185,95,20260620,2026-06-20,-37468.68,0,0.0,INR
186,186,96,20260620,2026-06-20,-1431.05,3568.95,0.286,INR
187,187,97,20260620,2026-06-20,-341419.94,0,0.0,SGD
188,188,98,20260620,2026-06-20,-322299.95,0,0.0,SGD
189,189,98,20260620,2026-06-20,3725.04,3725.04,0.0,EUR
190,190,99,20260620,2026-06-20,11206.52,11206.52,0.0,GBP
191,191,99,20260620,2026-06-20,-145385.15,0,0.0,AED
192,192,100,20260620,2026-06-20,-977.61,1022.39,0.489,GBP
193,193,100,20260620,2026-06-20,18270.58,18270.58,0.0,USD
194,194,100,20260620,2026-06-20,-238227.45,0,0.0,INR
195,195,101,20260620,2026-06-20,63681.53,63681.53,0.0,SGD
196,196,101,20260620,2026-06-20,-208541.08,0,0.0,SGD
197,197,102,20260620,2026-06-20,40555.94,40555.94,0.0,INR
198,198,103,20260620,2026-06-20,-13247.0,11753.0,0.53,AED
199,199,104,20260620,2026-06-20,32053.42,32053.42,0.0,USD
200,200,104,20260620,2026-06-20,-282816.49,0,0.0,USD
201,201,104,20260620,2026-06-20,15485.35,15485.35,0.0,SGD
202,202,105,20260620,2026-06-20,-300905.81,0,0.0,AED
203,203,106,20260620,2026-06-20,-326160.73,0,0.0,AED
204,204,107,20260620,2026-06-20,28511.02,28511.02,0.0,EUR
205,205,107,20260620,2026-06-20,-198271.19,0,0.0,EUR
206,206,107,20260620,2026-06-20,-17366.22,32633.78,0.347,USD
207,207,108,20260620,2026-06-20,-327153.37,0,0.0,GBP
208,208,108,20260620,2026-06-20,18851.39,18851.39,0.0,SGD
209,209,109,20260620,2026-06-20,-2304.8,7695.2,0.23,INR
210,210,110,20260620,2026-06-20,379002.15,379002.15,0.0,SGD
211,211,110,20260620,2026-06-20,-221717.22,0,0.0,AED
212,212,111,20260620,2026-06-20,-194260.32,0,0.0,USD
213,213,111,20260620,2026-06-20,6417.58,6417.58,0.0,AED
214,214,111,20260620,2026-06-20,45801.69,45801.69,0.0,EUR
215,215,112,20260620,2026-06-20,-6152.04,3847.96,0.615,USD
216,216,113,20260620,2026-06-20,2144.47,2144.47,0.0,AED
217,217,113,20260620,2026-06-20,21753.3,21753.3,0.0,GBP
218,218,114,20260620,2026-06-20,18678.36,18678.36,0.0,USD
219,219,114,20260620,2026-06-20,20171.66,20171.66,0.0,AED
220,220,115,20260620,2026-06-20,20026.61,20026.61,0.0,GBP
221,221,115,20260620,2026-06-20,30406.24,30406.24,0.0,USD
222,222,116,20260620,2026-06-20,23628.16,23628.16,0.0,EUR
223,223,117,20260620,2026-06-20,9852.43,9852.43,0.0,USD
224,224,117,20260620,2026-06-20,-37962.38,0,0.0,USD
225,225,117,20260620,2026-06-20,441069.87,441069.87,0.0,GBP
226,226,118,20260620,2026-06-20,-7153.27,7846.73,0.477,SGD
227,227,118,20260620,2026-06-20,6773.98,6773.98,0.0,USD
228,228,119,20260620,2026-06-20,26857.65,26857.65,0.0,EUR
229,229,120,20260620,2026-06-20,29541.52,29541.52,0.0,INR
230,230,120,20260620,2026-06-20,33899.27,33899.27,0.0,INR
231,231,120,20260620,2026-06-20,-9861.26,40138.74,0.197,USD
232,232,120,20260620,2026-06-20,-274098.89,0,0.0,USD
233,233,121,20260620,2026-06-20,-81620.93,0,0.0,USD
234,234,121,20260620,2026-06-20,-984.85,1015.15,0.492,USD
235,235,122,20260620,2026-06-20,225968.36,225968.36,0.0,USD
236,236,122,20260620,2026-06-20,40162.66,40162.66,0.0,USD
237,237,123,20260620,2026-06-20,168460.09,168460.09,0.0,USD
238,238,123,20260620,2026-06-20,-74476.18,0,0.0,SGD
239,239,124,20260620,2026-06-20,279137.33,279137.33,0.0,USD
240,240,125,20260620,2026-06-20,7801.77,7801.77,0.0,AED
241,241,126,20260620,2026-06-20,-21210.29,0,0.0,AED
242,242,126,20260620,2026-06-20,132913.83,132913.83,0.0,USD
243,243,127,20260620,2026-06-20,-1321.53,3678.47,0.264,SGD
244,244,128,20260620,2026-06-20,39134.58,39134.58,0.0,SGD
245,245,129,20260620,2026-06-20,32996.03,32996.03,0.0,USD
246,246,129,20260620,2026-06-20,-3380.45,21619.55,0.135,INR
247,247,129,20260620,2026-06-20,-175101.63,0,0.0,AED
248,248,130,20260620,2026-06-20,43885.04,43885.04,0.0,AED
249,249,130,20260620,2026-06-20,2733.9,2733.9,0.0,EUR
250,250,131,20260620,2026-06-20,-905.62,9094.38,0.091,AED
251,251,131,20260620,2026-06-20,42770.09,42770.09,0.0,USD
252,252,132,20260620,2026-06-20,-100476.62,0,0.0,EUR
253,253,133,20260620,2026-06-20,254008.98,254008.98,0.0,EUR
254,254,133,20260620,2026-06-20,6507.71,6507.71,0.0,INR
255,255,134,20260620,2026-06-20,36047.9,36047.9,0.0,INR
256,256,135,20260620,2026-06-20,35008.97,35008.97,0.0,SGD
257,257,135,20260620,2026-06-20,-5152.05,9847.95,0.343,EUR
258,258,136,20260620,2026-06-20,9561.32,9561.32,0.0,AED
259,259,136,20260620,2026-06-20,77697.18,77697.18,0.0,EUR
260,260,137,20260620,2026-06-20,21329.34,21329.34,0.0,INR
261,261,138,20260620,2026-06-20,-69023.89,0,0.0,INR
262,262,138,20260620,2026-06-20,35217.47,35217.47,0.0,USD
263,263,139,20260620,2026-06-20,-778.5,1221.5,0.389,EUR
264,264,139,20260620,2026-06-20,192549.94,192549.94,0.0,SGD
265,265,139,20260620,2026-06-20,2703.15,2703.15,0.0,USD
266,266,140,20260620,2026-06-20,207127.34,207127.34,0.0,INR
267,267,140,20260620,2026-06-20,-211570.49,0,0.0,GBP
268,268,141,20260620,2026-06-20,-156826.68,0,0.0,AED
269,269,142,20260620,2026-06-20,32838.47,32838.47,0.0,INR
270,270,142,20260620,2026-06-20,2185.69,2185.69,0.0,USD
271,271,142,20260620,2026-06-20,-277840.23,0,0.0,USD
272,272,143,20260620,2026-06-20,-4474.59,5525.41,0.447,GBP
273,273,144,20260620,2026-06-20,25296.12,25296.12,0.0,INR
274,274,144,20260620,2026-06-20,178996.34,178996.34,0.0,USD
275,275,144,20260620,2026-06-20,16468.3,16468.3,0.0,SGD
276,276,144,20260620,2026-06-20,28192.15,28192.15,0.0,GBP
277,277,145,20260620,2026-06-20,18835.23,18835.23,0.0,USD
278,278,145,20260620,2026-06-20,25826.43,25826.43,0.0,SGD
279,279,146,20260620,2026-06-20,37923.4,37923.4,0.0,EUR
280,280,146,20260620,2026-06-20,20731.77,20731.77,0.0,EUR
281,281,147,20260620,2026-06-20,-874.02,1125.98,0.437,USD
282,282,147,20260620,2026-06-20,-23730.87,0,0.0,AED
283,283,147,20260620,2026-06-20,-2551.32,2448.68,0.51,SGD
284,284,147,20260620,2026-06-20,275127.46,275127.46,0.0,AED
285,285,148,20260620,2026-06-20,4175.94,4175.94,0.0,AED
286,286,149,20260620,2026-06-20,7455.73,7455.73,0.0,SGD
287,287,150,20260620,2026-06-20,-94327.52,0,0.0,SGD
288,288,150,20260620,2026-06-20,-761.37,1238.63,0.381,SGD
289,289,151,20260620,2026-06-20,-25169.72,24830.28,0.503,AED
290,290,151,20260620,2026-06-20,6207.93,6207.93,0.0,EUR
291,291,151,20260620,2026-06-20,474383.11,474383.11,0.0,USD
292,292,152,20260620,2026-06-20,-162002.96,0,0.0,SGD
293,293,153,20260620,2026-06-20,34718.42,34718.42,0.0,INR
294,294,153,20260620,2026-06-20,25068.26,25068.26,0.0,GBP
295,295,153,20260620,2026-06-20,17221.99,17221.99,0.0,AED
296,296,154,20260620,2026-06-20,40532.52,40532.52,0.0,GBP
297,297,154,20260620,2026-06-20,-11060.27,13939.73,0.442,INR
298,298,155,20260620,2026-06-20,-4375.66,20624.34,0.175,GBP
299,299,156,20260620,2026-06-20,-1390.87,3609.13,0.278,AED
300,300,157,20260620,2026-06-20,-270025.16,0,0.0,EUR
301,301,157,20260620,2026-06-20,-6899.36,8100.64,0.46,EUR
302,302,157,20260620,2026-06-20,21084.55,21084.55,0.0,GBP
303,303,158,20260620,2026-06-20,2580.14,2580.14,0.0,USD
304,304,159,20260620,2026-06-20,-5411.33,19588.67,0.216,USD
305,305,159,20260620,2026-06-20,36373.95,36373.95,0.0,AED
306,306,159,20260620,2026-06-20,-31258.98,0,0.0,SGD
307,307,160,20260620,2026-06-20,29005.42,29005.42,0.0,SGD
308,308,160,20260620,2026-06-20,-9486.06,15513.94,0.379,EUR
309,309,160,20260620,2026-06-20,-326129.01,0,0.0,INR
310,310,161,20260620,2026-06-20,2973.9,2973.9,0.0,INR
311,311,162,20260620,2026-06-20,-228774.01,0,0.0,USD
312,312,162,20260620,2026-06-20,-251567.18,0,0.0,USD
313,313,162,20260620,2026-06-20,-1338.56,8661.44,0.134,INR
314,314,162,20260620,2026-06-20,1204.08,1204.08,0.0,EUR
315,315,163,20260620,2026-06-20,42883.27,42883.27,0.0,AED
316,316,163,20260620,2026-06-20,13481.64,13481.64,0.0,SGD
317,317,164,20260620,2026-06-20,35545.03,35545.03,0.0,AED
318,318,164,20260620,2026-06-20,40298.75,40298.75,0.0,EUR
319,319,165,20260620,2026-06-20,29454.37,29454.37,0.0,GBP
320,320,166,20260620,2026-06-20,-155432.81,0,0.0,AED
321,321,166,20260620,2026-06-20,35201.62,35201.62,0.0,USD
322,322,166,20260620,2026-06-20,45857.9,45857.9,0.0,USD
323,323,167,20260620,2026-06-20,-25683.27,24316.73,0.514,INR
324,324,167,20260620,2026-06-20,957.84,957.84,0.0,SGD
325,325,168,20260620,2026-06-20,30301.62,30301.62,0.0,INR
326,326,168,20260620,2026-06-20,39465.92,39465.92,0.0,USD
327,327,168,20260620,2026-06-20,36186.47,36186.47,0.0,USD
328,328,168,20260620,2026-06-20,-80321.76,0,0.0,USD
329,329,169,20260620,2026-06-20,24360.73,24360.73,0.0,USD
330,330,169,20260620,2026-06-20,9707.58,9707.58,0.0,EUR
331,331,170,20260620,2026-06-20,7392.73,7392.73,0.0,GBP
332,332,171,20260620,2026-06-20,-101888.89,0,0.0,GBP
333,333,171,20260620,2026-06-20,1045.71,1045.71,0.0,USD
334,334,172,20260620,2026-06-20,366705.06,366705.06,0.0,SGD
335,335,172,20260620,2026-06-20,-4309.89,5690.11,0.431,EUR
336,336,172,20260620,2026-06-20,10070.27,10070.27,0.0,USD
337,337,173,20260620,2026-06-20,23734.09,23734.09,0.0,INR
338,338,173,20260620,2026-06-20,29564.21,29564.21,0.0,GBP
339,339,173,20260620,2026-06-20,-347829.6,0,0.0,GBP
340,340,174,20260620,2026-06-20,35206.59,35206.59,0.0,USD
341,341,175,20260620,2026-06-20,-150982.54,0,0.0,EUR
342,342,175,20260620,2026-06-20,82376.27,82376.27,0.0,GBP
343,343,176,20260620,2026-06-20,-100439.6,0,0.0,GBP
344,344,176,20260620,2026-06-20,39946.27,39946.27,0.0,AED
345,345,177,20260620,2026-06-20,-283891.16,0,0.0,USD
346,346,177,20260620,2026-06-20,-52.38,1947.62,0.026,GBP
347,347,178,20260620,2026-06-20,-3692.89,6307.11,0.369,USD
348,348,178,20260620,2026-06-20,-343046.46,0,0.0,USD
349,349,178,20260620,2026-06-20,-61739.85,0,0.0,EUR
350,350,179,20260620,2026-06-20,41254.33,41254.33,0.0,EUR
351,351,180,20260620,2026-06-20,-2998.58,47001.42,0.06,AED
352,352,181,20260620,2026-06-20,32296.8,32296.8,0.0,SGD
353,353,182,20260620,2026-06-20,-296697.89,0,0.0,GBP
354,354,182,20260620,2026-06-20,16057.01,16057.01,0.0,GBP
355,355,183,20260620,2026-06-20,-15479.21,34520.79,0.31,USD
356,356,183,20260620,2026-06-20,-72623.18,0,0.0,INR
357,357,184,20260620,2026-06-20,235095.29,235095.29,0.0,USD
358,358,184,20260620,2026-06-20,22215.44,22215.44,0.0,USD
359,359,184,20260620,2026-06-20,4292.64,4292.64,0.0,AED
360,360,185,20260620,2026-06-20,697.63,697.63,0.0,SGD
361,361,185,20260620,2026-06-20,-9467.35,15532.65,0.379,GBP
362,362,186,20260620,2026-06-20,-236.71,1763.29,0.118,SGD
363,363,186,20260620,2026-06-20,-196247.01,0,0.0,INR
364,364,187,20260620,2026-06-20,17947.85,17947.85,0.0,INR
365,365,187,20260620,2026-06-20,-254506.82,0,0.0,INR
366,366,187,20260620,2026-06-20,13235.36,13235.36,0.0,SGD
367,367,188,20260620,2026-06-20,21822.26,21822.26,0.0,GBP
368,368,188,20260620,2026-06-20,-75182.94,0,0.0,USD
369,369,189,20260620,2026-06-20,-273590.91,0,0.0,AED
370,370,190,20260620,2026-06-20,21194.93,21194.93,0.0,USD
371,371,190,20260620,2026-06-20,-93087.87,0,0.0,EUR
372,372,191,20260620,2026-06-20,-5335.95,9664.05,0.356,SGD
373,373,192,20260620,2026-06-20,27064.35,27064.35,0.0,AED
374,374,192,20260620,2026-06-20,-4597.09,5402.91,0.46,EUR
375,375,193,20260620,2026-06-20,368324.31,368324.31,0.0,SGD
376,376,193,20260620,2026-06-20,7630.14,7630.14,0.0,SGD
377,377,194,20260620,2026-06-20,3988.14,3988.14,0.0,USD
378,378,194,20260620,2026-06-20,19343.44,19343.44,0.0,GBP
379,379,195,20260620,2026-06-20,-168615.86,0,0.0,USD
380,380,196,20260620,2026-06-20,-3409.71,6590.29,0.341,AED
381,381,196,20260620,2026-06-20,22920.37,22920.37,0.0,SGD
382,382,196,20260620,2026-06-20,418367.37,418367.37,0.0,AED
383,383,197,20260620,2026-06-20,20236.47,20236.47,0.0,USD
384,384,197,20260620,2026-06-20,-2376.88,7623.12,0.238,EUR
385,385,197,20260620,2026-06-20,12046.41,12046.41,0.0,EUR
386,386,198,20260620,2026-06-20,14330.49,14330.49,0.0,USD
387,387,198,20260620,2026-06-20,-1801.97,3198.03,0.36,SGD
388,388,199,20260620,2026-06-20,-14886.09,35113.91,0.298,GBP
389,389,200,20260620,2026-06-20,24380.17,24380.17,0.0,INR
390,390,200,20260620,2026-06-20,-361354.92,0,0.0,INR
391,391,201,20260620,2026-06-20,-5371.7,9628.3,0.358,EUR
392,392,201,20260620,2026-06-20,253417.5,253417.5,0.0,AED
393,393,201,20260620,2026-06-20,-264899.53,0,0.0,GBP
394,394,202,20260620,2026-06-20,9377.51,9377.51,0.0,SGD
395,395,202,20260620,2026-06-20,-88784.32,0,0.0,INR
396,396,203,20260620,2026-06-20,-5564.91,4435.09,0.556,AED
397,397,203,20260620,2026-06-20,43415.54,43415.54,0.0,EUR
398,398,204,20260620,2026-06-20,-1222.19,3777.81,0.244,USD
399,399,204,20260620,2026-06-20,-1748.28,8251.72,0.175,AED
400,400,205,20260620,2026-06-20,23730.65,23730.65,0.0,EUR
401,401,206,20260620,2026-06-20,-168439.31,0,0.0,USD
402,402,207,20260620,2026-06-20,143021.89,143021.89,0.0,USD
403,403,207,20260620,2026-06-20,-2529.99,12470.01,0.169,AED
404,404,208,20260620,2026-06-20,-2415.92,2584.08,0.483,EUR
405,405,208,20260620,2026-06-20,26276.93,26276.93,0.0,AED
406,406,209,20260620,2026-06-20,-101485.14,0,0.0,EUR
407,407,210,20260620,2026-06-20,-86.11,9913.89,0.009,GBP
408,408,210,20260620,2026-06-20,37090.55,37090.55,0.0,INR
