SnapshotKey,BranchKey,DateKey,SnapshotDate,TransactionVolume,TransactionValueUsd,NewAccountsOpened,FraudCasesCaught,CustomerSatScore
284,14,20260605,2026-06-05,254,85697.09,3,3,4.0
285,15,20260605,2026-06-05,65,23214.06,1,3,4.7
286,16,20260605,2026-06-05,73,16926.66,0,0,4.0
287,17,20260605,2026-06-05,67,10094.11,1,1,4.1
288,18,20260605,2026-06-05,75,12637.49,1,1,4.0
289,1,20260604,2026-06-04,271,130018.28,1,3,3.6
290,2,20260604,2026-06-04,223,32976.04,5,0,4.4
291,3,20260604,2026-06-04,240,40316.24,6,1,3.9
292,4,20260604,2026-06-04,188,85486.14,4,1,4.2
293,5,20260604,2026-06-04,214,62252.25,0,2,4.5
294,6,20260604,2026-06-04,265,90617.32,2,3,3.7
295,7,20260604,2026-06-04,276,98385.11,3,2,4.6
296,8,20260604,2026-06-04,268,111498.72,4,2,3.6
297,9,20260604,2026-06-04,284,107899.55,0,1,4.5
298,10,20260604,2026-06-04,262,93642.6,0,3,4.8
299,11,20260604,2026-06-04,245,82632.69,5,3,4.8
300,12,20260604,2026-06-04,176,54570.76,6,3,4.7
301,13,20260604,2026-06-04,168,66634.36,6,3,4.3
302,14,20260604,2026-06-04,250,113470.55,2,0,4.8
303,15,20260604,2026-06-04,107,50884.6,0,2,3.8
304,16,20260604,2026-06-04,72,22760.55,0,3,4.1
305,17,20260604,2026-06-04,84,29413.78,1,1,4.8
306,18,20260604,2026-06-04,115,20724.24,0,3,3.6
307,1,20260603,2026-06-03,190,54082.92,4,2,4.0
308,2,20260603,2026-06-03,230,106647.55,4,3,4.7
309,3,20260603,2026-06-03,266,86113.79,6,2,4.3
310,4,20260603,2026-06-03,278,97209.9,0,0,3.9
311,5,20260603,2026-06-03,173,60519.98,5,3,3.9
312,6,20260603,2026-06-03,218,63968.97,4,1,4.3
313,7,20260603,2026-06-03,216,91810.07,6,1,4.6
314,8,20260603,2026-06-03,184,32355.48,0,0,4.1
315,9,20260603,2026-06-03,233,37541.95,0,0,4.0
316,10,20260603,2026-06-03,281,103983.45,5,0,3.8
317,11,20260603,2026-06-03,203,67337.9,0,0,4.0
318,12,20260603,2026-06-03,219,59733.96,5,0,4.2
319,13,20260603,2026-06-03,264,56749.47,2,3,4.6
320,14,20260603,2026-06-03,217,36979.06,1,1,4.4
321,15,20260603,2026-06-03,74,13155.32,1,2,4.3
322,16,20260603,2026-06-03,114,42264.93,1,0,4.4
323,17,20260603,2026-06-03,99,35981.2,1,0,4.2
324,18,20260603,2026-06-03,116,35760.99,0,1,4.1
325,1,20260602,2026-06-02,275,94871.85,6,1,3.6
326,2,20260602,2026-06-02,167,69887.13,4,3,4.9
327,3,20260602,2026-06-02,161,75917.57,0,2,4.2
328,4,20260602,2026-06-02,173,74611.42,1,2,4.4
329,5,20260602,2026-06-02,158,20746.44,5,3,4.8
330,6,20260602,2026-06-02,188,30478.75,3,2,4.8
331,7,20260602,2026-06-02,184,72884.34,5,3,4.6
332,8,20260602,2026-06-02,167,38287.14,1,0,3.9
333,9,20260602,2026-06-02,157,61957.58,0,0,4.4
334,10,20260602,2026-06-02,265,105815.13,4,3,4.8
335,11,20260602,2026-06-02,219,85475.29,0,3,4.6
336,12,20260602,2026-06-02,190,51486.94,4,1,4.1
337,13,20260602,2026-06-02,253,65065.56,6,0,4.6
338,14,20260602,2026-06-02,188,23508.94,5,0,4.3
339,15,20260602,2026-06-02,112,52528.68,1,0,3.9
340,16,20260602,2026-06-02,70,15834.33,0,0,4.2
341,17,20260602,2026-06-02,74,33369.1,0,3,4.4
342,18,20260602,2026-06-02,68,8692.59,1,1,3.9
343,1,20260601,2026-06-01,163,51508.15,4,1,4.3
344,2,20260601,2026-06-01,257,79282.72,4,2,4.4
345,3,20260601,2026-06-01,257,71428.52,5,3,4.7
346,4,20260601,2026-06-01,273,33692.02,1,0,4.2
347,5,20260601,2026-06-01,176,35182.3,3,2,4.6
348,6,20260601,2026-06-01,193,92566.59,5,2,4.6
349,7,20260601,2026-06-01,219,91453.91,2,0,4.5
350,8,20260601,2026-06-01,156,59144.29,4,3,4.4
351,9,20260601,2026-06-01,199,55252.26,0,0,4.0
352,10,20260601,2026-06-01,254,118327.24,1,0,4.6
353,11,20260601,2026-06-01,197,44335.47,0,1,4.0
354,12,20260601,2026-06-01,221,42300.73,0,0,4.7
355,13,20260601,2026-06-01,200,66056.52,2,1,4.9
356,14,20260601,2026-06-01,212,88979.71,1,0,4.9
357,15,20260601,2026-06-01,112,48672.34,0,1,3.7
358,16,20260601,2026-06-01,72,31218.65,0,1,3.8
359,17,20260601,2026-06-01,67,24217.5,0,2,4.0
360,18,20260601,2026-06-01,84,36195.28,0,1,4.0
361,1,20260531,2026-05-31,162,62469.21,3,0,4.4
362,2,20260531,2026-05-31,164,22988.46,4,0,3.6
363,3,20260531,2026-05-31,137,31428.06,3,0,4.4
364,4,20260531,2026-05-31,126,33378.64,5,0,3.8
365,5,20260531,2026-05-31,130,27799.48,4,3,4.8
366,6,20260531,2026-05-31,167,21203.0,4,0,4.3
367,7,20260531,2026-05-31,120,22236.04,2,1,3.9
368,8,20260531,2026-05-31,107,47374.2,5,3,4.3
369,9,20260531,2026-05-31,131,26211.09,0,3,4.1
370,10,20260531,2026-05-31,119,47494.99,2,0,4.8
371,11,20260531,2026-05-31,121,53333.36,0,0,4.7
372,12,20260531,2026-05-31,126,35730.03,2,0,4.3
373,13,20260531,2026-05-31,160,42920.67,3,0,3.9
374,14,20260531,2026-05-31,126,59224.68,2,0,3.8
375,15,20260531,2026-05-31,68,25844.4,0,3,4.2
376,16,20260531,2026-05-31,59,19688.18,0,0,4.6
377,17,20260531,2026-05-31,57,23154.49,1,3,4.6
378,18,20260531,2026-05-31,45,11216.29,0,3,4.4
379,1,20260530,2026-05-30,109,38897.41,2,0,3.7
380,2,20260530,2026-05-30,136,41043.62,6,2,4.4
381,3,20260530,2026-05-30,141,46608.41,2,0,3.9
382,4,20260530,2026-05-30,115,13848.82,5,0,4.8
383,5,20260530,2026-05-30,147,38573.48,1,3,4.6
384,6,20260530,2026-05-30,170,81035.09,1,0,4.1
385,7,20260530,2026-05-30,130,31887.5,4,0,4.3
386,8,20260530,2026-05-30,130,43379.55,5,0,4.0
387,9,20260530,2026-05-30,161,55063.95,3,3,3.9
388,10,20260530,2026-05-30,142,61486.92,3,3,4.0
389,11,20260530,2026-05-30,133,47753.67,1,0,4.4
390,12,20260530,2026-05-30,143,40752.52,4,1,3.8
391,13,20260530,2026-05-30,163,71990.73,0,2,4.2
392,14,20260530,2026-05-30,147,19231.62,0,1,4.0
393,15,20260530,2026-05-30,62,23099.45,0,3,4.1
394,16,20260530,2026-05-30,37,9737.74,1,3,4.6
395,17,20260530,2026-05-30,60,19349.91,1,1,4.5
396,18,20260530,2026-05-30,43,6837.17,0,0,3.9
397,1,20260529,2026-05-29,228,109355.65,0,3,4.2
398,2,20260529,2026-05-29,274,106939.34,2,2,4.5
399,3,20260529,2026-05-29,216,52149.93,6,1,4.0
400,4,20260529,2026-05-29,269,87758.98,5,3,4.7
401,5,20260529,2026-05-29,229,30881.94,2,1,4.4
402,6,20260529,2026-05-29,274,127845.93,3,1,3.6
403,7,20260529,2026-05-29,205,94151.47,4,0,4.5
404,8,20260529,2026-05-29,215,29138.91,4,2,3.9
405,9,20260529,2026-05-29,260,117998.29,6,0,4.6
406,10,20260529,2026-05-29,230,41486.81,4,1,4.4
407,11,20260529,2026-05-29,242,78106.59,5,3,4.8
408,12,20260529,2026-05-29,197,78541.34,4,3,4.4
409,13,20260529,2026-05-29,211,49614.07,6,1,4.4
410,14,20260529,2026-05-29,248,88640.24,1,3,4.4
411,15,20260529,2026-05-29,80,15654.93,1,0,3.6
412,16,20260529,2026-05-29,101,15887.99,1,0,3.7
413,17,20260529,2026-05-29,112,34083.12,1,3,3.8
414,18,20260529,2026-05-29,73,22680.0,1,3,4.7
415,1,20260528,2026-05-28,241,93923.18,2,1,4.1
416,2,20260528,2026-05-28,219,51864.65,4,3,4.6
417,3,20260528,2026-05-28,272,86934.3,4,2,4.9
418,4,20260528,2026-05-28,227,57072.84,6,2,4.8
419,5,20260528,2026-05-28,226,60732.8,3,0,4.7
420,6,20260528,2026-05-28,223,54893.81,2,2,3.8
421,7,20260528,2026-05-28,224,75409.5,4,2,4.3
422,8,20260528,2026-05-28,248,57062.16,2,3,4.0
423,9,20260528,2026-05-28,159,69824.47,5,3,3.7
424,10,20260528,2026-05-28,240,86651.95,1,2,4.8
425,11,20260528,2026-05-28,236,75028.57,2,2,4.2
426,12,20260528,2026-05-28,169,57478.91,2,1,4.2
427,13,20260528,2026-05-28,222,88833.46,4,0,3.9
428,14,20260528,2026-05-28,224,59131.75,6,1,4.0
429,15,20260528,2026-05-28,112,39768.42,0,3,3.8
430,16,20260528,2026-05-28,73,26081.54,0,1,4.8
431,17,20260528,2026-05-28,99,13972.29,0,1,4.8
432,18,20260528,2026-05-28,109,31294.65,1,0,3.9
433,1,20260527,2026-05-27,160,75173.13,6,3,4.0
434,2,20260527,2026-05-27,242,52803.38,4,0,4.5
435,3,20260527,2026-05-27,282,96175.17,4,0,4.2
436,4,20260527,2026-05-27,244,35023.34,0,3,4.5
437,5,20260527,2026-05-27,217,89929.63,5,0,4.6
438,6,20260527,2026-05-27,210,74960.2,3,0,4.4
439,7,20260527,2026-05-27,234,60980.4,6,0,3.8
440,8,20260527,2026-05-27,165,20373.45,1,3,4.0
441,9,20260527,2026-05-27,261,45589.36,5,3,3.9
442,10,20260527,2026-05-27,154,52457.4,6,3,4.1
443,11,20260527,2026-05-27,201,82279.86,4,3,4.5
444,12,20260527,2026-05-27,272,110449.56,6,2,4.3
445,13,20260527,2026-05-27,276,79713.44,1,1,4.0
446,14,20260527,2026-05-27,202,25308.13,0,1,4.4
447,15,20260527,2026-05-27,107,50962.41,1,3,4.6
448,16,20260527,2026-05-27,88,35217.01,1,3,3.8
449,17,20260527,2026-05-27,89,23466.36,1,3,4.3
450,18,20260527,2026-05-27,95,26151.81,0,3,3.6
451,1,20260526,2026-05-26,244,49129.45,3,2,4.4
452,2,20260526,2026-05-26,201,53972.32,1,2,4.0
453,3,20260526,2026-05-26,169,37773.24,4,1,4.0
454,4,20260526,2026-05-26,278,67898.58,2,3,4.6
455,5,20260526,2026-05-26,174,56543.43,0,0,3.9
456,6,20260526,2026-05-26,191,49505.72,0,0,3.9
457,7,20260526,2026-05-26,256,50768.13,2,1,4.0
458,8,20260526,2026-05-26,167,39369.25,4,0,4.8
459,9,20260526,2026-05-26,155,27853.25,0,2,4.6
460,10,20260526,2026-05-26,238,104773.43,4,0,4.7
461,11,20260526,2026-05-26,202,95322.91,6,3,4.0
